State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Uttar Pradesh,Kanpur,Naveen Market,Apple,Royal,FAQ,03/10/2025,4724,6601,5163
Tamil Nadu,Chennai,Koyambedu Market,Rice,Basmati,FAQ,17/08/2025,3147,5071,3827
Punjab,Mohali,Kharar APMC,Apple,Royal,FAQ,08/10/2025,4197,6431,5311
Maharashtra,Pune,Gultekdi Market,Apple,Royal,FAQ,24/09/2025,4020,5739,4537
Uttar Pradesh,Agra,Agra Market,Rice,Basmati,FAQ,17/08/2025,3485,4991,4146
Uttar Pradesh,Agra,Agra Market,Rice,Basmati,FAQ,25/08/2025,3243,4221,3996
Karnataka,Bengaluru,Yeshwanthpur Market,Banana,Robusta,FAQ,22/04/2025,2860,4347,3769
Punjab,Mohali,Kharar APMC,Onion,Red,FAQ,30/08/2025,1164,1792,1400
Tamil Nadu,Coimbatore,Mettupalayam Yard,Potato,Jyoti,FAQ,02/04/2026,1518,2172,1643
Uttar Pradesh,Agra,Agra Market,Banana,Robusta,FAQ,05/12/2025,2921,4921,3762
Punjab,Mohali,Kharar APMC,Rice,Basmati,FAQ,21/07/2025,3627,4524,4051
Punjab,Mohali,Kharar APMC,Potato,Jyoti,FAQ,26/08/2025,1144,1611,1332
Maharashtra,Nashik,Lasalgaon,Wheat,Sharbati,FAQ,27/06/2025,1708,2846,2169
Punjab,Mohali,Kharar APMC,Apple,Royal,FAQ,05/12/2025,4843,7053,5363
Punjab,Mohali,Kharar APMC,Tomato,Hybrid,Non-FAQ,04/02/2025,1816,2950,2400
Tamil Nadu,Chennai,Koyambedu Market,Tomato,Hybrid,Non-FAQ,15/01/2026,1984,2871,2369
Punjab,Mohali,Kharar APMC,Rice,Basmati,FAQ,29/05/2025,3973,5206,4258
West Bengal,Malda,Malda Yard,Tomato,Hybrid,Non-FAQ,04/06/2025,2595,3305,2740
Uttar Pradesh,Kanpur,Naveen Market,Potato,Jyoti,FAQ,01/02/2025,1404,2054,1617
Maharashtra,Pune,Gultekdi Market,Rice,Basmati,FAQ,11/09/2025,2633,3997,3216
Uttar Pradesh,Kanpur,Naveen Market,Banana,Robusta,FAQ,02/08/2025,2271,3099,2805
West Bengal,Malda,Malda Yard,Tomato,Hybrid,Non-FAQ,11/03/2026,2504,2971,2718
Uttar Pradesh,Agra,Agra Market,Rice,Basmati,FAQ,31/07/2025,3951,5000,4587
Maharashtra,Pune,Gultekdi Market,Tomato,Hybrid,Non-FAQ,19/06/2025,2408,3360,2577
Punjab,Mohali,Kharar APMC,Onion,Red,FAQ,18/05/2025,1660,2023,1906
Punjab,Mohali,Kharar APMC,Apple,Royal,FAQ,25/01/2026,5405,6816,6113
Maharashtra,Pune,Gultekdi Market,Potato,Jyoti,FAQ,11/04/2026,1365,1950,1457
Punjab,Ludhiana,Ludhiana Mandi,Tomato,Hybrid,Non-FAQ,23/12/2025,2074,3474,2623
West Bengal,Malda,Malda Yard,Apple,Royal,FAQ,25/05/2025,4729,6390,5520
Karnataka,Mysuru,Mysuru Yard,Rice,Basmati,FAQ,28/03/2026,3997,6981,5193
Uttar Pradesh,Kanpur,Naveen Market,Tomato,Hybrid,Non-FAQ,09/07/2025,1641,2830,2162
Tamil Nadu,Chennai,Koyambedu Market,Onion,Red,FAQ,14/05/2025,1742,2544,2010
Karnataka,Bengaluru,Yeshwanthpur Market,Tomato,Hybrid,Non-FAQ,18/06/2025,1959,2548,2268
West Bengal,Malda,Malda Yard,Potato,Jyoti,FAQ,26/01/2026,1658,2184,1758
Uttar Pradesh,Kanpur,Naveen Market,Tomato,Hybrid,Non-FAQ,11/01/2026,2340,3780,2986
Uttar Pradesh,Agra,Agra Market,Rice,Basmati,FAQ,25/11/2025,3985,6068,4662
Punjab,Mohali,Kharar APMC,Apple,Royal,FAQ,04/01/2025,5001,6095,5445
Tamil Nadu,Chennai,Koyambedu Market,Onion,Red,FAQ,22/04/2025,1711,2563,2075
Tamil Nadu,Coimbatore,Mettupalayam Yard,Banana,Robusta,FAQ,07/09/2025,2074,2841,2422
Punjab,Ludhiana,Ludhiana Mandi,Rice,Basmati,FAQ,27/05/2025,3610,4953,3956
Maharashtra,Nashik,Lasalgaon,Onion,Red,FAQ,26/09/2025,1127,1727,1430
Karnataka,Mysuru,Mysuru Yard,Apple,Royal,FAQ,23/07/2025,4093,5161,4346
Maharashtra,Nashik,Lasalgaon,Potato,Jyoti,FAQ,17/12/2025,1247,2193,1628
Tamil Nadu,Chennai,Koyambedu Market,Onion,Red,FAQ,27/07/2025,1428,1770,1660
Punjab,Mohali,Kharar APMC,Onion,Red,FAQ,13/09/2025,1547,2024,1761
Punjab,Mohali,Kharar APMC,Tomato,Hybrid,Non-FAQ,19/04/2025,2747,3773,3093
Karnataka,Bengaluru,Yeshwanthpur Market,Onion,Red,FAQ,17/12/2025,1998,2619,2149
Punjab,Mohali,Kharar APMC,Apple,Royal,FAQ,11/06/2025,3612,4990,4565
Tamil Nadu,Coimbatore,Mettupalayam Yard,Onion,Red,FAQ,03/06/2025,1324,2157,1659
Uttar Pradesh,Kanpur,Naveen Market,Wheat,Sharbati,FAQ,22/01/2026,2618,3624,2884
Punjab,Ludhiana,Ludhiana Mandi,Onion,Red,FAQ,20/02/2025,1846,2318,2012
West Bengal,Malda,Malda Yard,Apple,Royal,FAQ,17/06/2025,3695,6188,4592
Uttar Pradesh,Agra,Agra Market,Potato,Jyoti,FAQ,11/10/2025,1208,1811,1445
Tamil Nadu,Coimbatore,Mettupalayam Yard,Onion,Red,FAQ,31/01/2026,1943,2701,2137
Punjab,Ludhiana,Ludhiana Mandi,Tomato,Hybrid,Non-FAQ,14/07/2025,2137,3100,2438
Karnataka,Mysuru,Mysuru Yard,Onion,Red,FAQ,16/02/2025,1416,2020,1745
Karnataka,Bengaluru,Yeshwanthpur Market,Tomato,Hybrid,Non-FAQ,14/02/2025,2078,3010,2475
Uttar Pradesh,Agra,Agra Market,Onion,Red,FAQ,15/02/2025,1505,2408,1959
Karnataka,Mysuru,Mysuru Yard,Onion,Red,FAQ,30/05/2025,1750,2448,1932
West Bengal,Kolkata,Sealdah Market,Rice,Basmati,FAQ,24/09/2025,2775,3667,3360
Karnataka,Mysuru,Mysuru Yard,Wheat,Sharbati,FAQ,16/03/2025,1989,2796,2377
Uttar Pradesh,Agra,Agra Market,Potato,Jyoti,FAQ,09/05/2025,1557,2088,1742
West Bengal,Kolkata,Sealdah Market,Wheat,Sharbati,FAQ,24/02/2025,1792,2788,2386
West Bengal,Malda,Malda Yard,Apple,Royal,FAQ,18/03/2026,4980,7892,6096
Tamil Nadu,Chennai,Koyambedu Market,Potato,Jyoti,FAQ,14/06/2025,1318,1770,1483
Maharashtra,Pune,Gultekdi Market,Potato,Jyoti,FAQ,30/05/2025,1447,2212,1651
Maharashtra,Pune,Gultekdi Market,Wheat,Sharbati,FAQ,24/05/2025,2346,3070,2832
West Bengal,Kolkata,Sealdah Market,Rice,Basmati,FAQ,07/10/2025,3125,3659,3459
Tamil Nadu,Coimbatore,Mettupalayam Yard,Banana,Robusta,FAQ,18/04/2025,2920,4544,3613
Uttar Pradesh,Kanpur,Naveen Market,Tomato,Hybrid,Non-FAQ,21/11/2025,1762,2413,2202
Uttar Pradesh,Kanpur,Naveen Market,Onion,Red,FAQ,18/08/2025,1578,2183,1866
West Bengal,Malda,Malda Yard,Rice,Basmati,FAQ,19/01/2025,4046,6491,4923
West Bengal,Kolkata,Sealdah Market,Onion,Red,FAQ,29/01/2026,1683,2097,1907
West Bengal,Kolkata,Sealdah Market,Rice,Basmati,FAQ,27/11/2025,3584,5510,4319
Uttar Pradesh,Agra,Agra Market,Onion,Red,FAQ,20/02/2025,1620,2293,1902
West Bengal,Kolkata,Sealdah Market,Wheat,Sharbati,FAQ,11/07/2025,1962,2661,2170
West Bengal,Kolkata,Sealdah Market,Potato,Jyoti,FAQ,13/01/2025,1213,1989,1500
Punjab,Mohali,Kharar APMC,Apple,Royal,FAQ,09/01/2026,4308,6292,5303
Maharashtra,Pune,Gultekdi Market,Potato,Jyoti,FAQ,01/09/2025,974,1291,1089
Punjab,Ludhiana,Ludhiana Mandi,Onion,Red,FAQ,19/02/2026,1745,2666,2313
Punjab,Mohali,Kharar APMC,Banana,Robusta,FAQ,05/05/2025,3035,4054,3528
Uttar Pradesh,Kanpur,Naveen Market,Tomato,Hybrid,Non-FAQ,13/02/2026,2215,3496,2815
Uttar Pradesh,Kanpur,Naveen Market,Onion,Red,FAQ,13/01/2026,1679,2612,2128
Uttar Pradesh,Agra,Agra Market,Banana,Robusta,FAQ,20/04/2025,3022,4339,3357
Punjab,Mohali,Kharar APMC,Apple,Royal,FAQ,23/03/2026,5351,7210,6501
Punjab,Ludhiana,Ludhiana Mandi,Banana,Robusta,FAQ,18/03/2026,3717,4508,3941
Uttar Pradesh,Kanpur,Naveen Market,Rice,Basmati,FAQ,28/02/2025,4203,5648,4573
Tamil Nadu,Coimbatore,Mettupalayam Yard,Rice,Basmati,FAQ,30/10/2025,2611,3648,3362
Karnataka,Bengaluru,Yeshwanthpur Market,Tomato,Hybrid,Non-FAQ,11/07/2025,2065,2849,2424
Maharashtra,Pune,Gultekdi Market,Wheat,Sharbati,FAQ,06/04/2025,2304,3562,2687
Maharashtra,Nashik,Lasalgaon,Wheat,Sharbati,FAQ,28/05/2025,1877,2736,2309
Punjab,Ludhiana,Ludhiana Mandi,Onion,Red,FAQ,06/09/2025,1296,1901,1420
West Bengal,Malda,Malda Yard,Wheat,Sharbati,FAQ,17/12/2025,2214,2936,2482
Maharashtra,Nashik,Lasalgaon,Rice,Basmati,FAQ,16/01/2025,3913,5222,4928
Maharashtra,Pune,Gultekdi Market,Tomato,Hybrid,Non-FAQ,04/02/2026,2567,3656,2857
West Bengal,Kolkata,Sealdah Market,Rice,Basmati,FAQ,28/02/2025,3827,6006,4458
West Bengal,Kolkata,Sealdah Market,Apple,Royal,FAQ,04/01/2026,4628,6867,5832
Tamil Nadu,Chennai,Koyambedu Market,Potato,Jyoti,FAQ,24/03/2026,1671,2297,1990
Punjab,Ludhiana,Ludhiana Mandi,Apple,Royal,FAQ,02/03/2025,5214,8457,6540
West Bengal,Malda,Malda Yard,Apple,Royal,FAQ,30/12/2025,4763,7039,5701
Maharashtra,Nashik,Lasalgaon,Apple,Royal,FAQ,31/01/2025,4912,7049,5736
Maharashtra,Pune,Gultekdi Market,Banana,Robusta,FAQ,30/05/2025,2653,4318,3303
Tamil Nadu,Chennai,Koyambedu Market,Tomato,Hybrid,Non-FAQ,20/01/2026,2784,4018,2982
Tamil Nadu,Chennai,Koyambedu Market,Banana,Robusta,FAQ,20/03/2026,2742,4034,3519
Maharashtra,Pune,Gultekdi Market,Wheat,Sharbati,FAQ,14/03/2025,2248,3285,2798
Uttar Pradesh,Agra,Agra Market,Banana,Robusta,FAQ,11/02/2026,3308,5184,4304
Karnataka,Mysuru,Mysuru Yard,Wheat,Sharbati,FAQ,07/09/2025,1480,2529,1973
Tamil Nadu,Chennai,Koyambedu Market,Banana,Robusta,FAQ,23/08/2025,2678,3929,3011
West Bengal,Malda,Malda Yard,Tomato,Hybrid,Non-FAQ,08/08/2025,2017,2724,2376
Karnataka,Mysuru,Mysuru Yard,Rice,Basmati,FAQ,23/10/2025,3139,4388,3411
Tamil Nadu,Chennai,Koyambedu Market,Onion,Red,FAQ,20/02/2025,1952,2244,2128
Maharashtra,Pune,Gultekdi Market,Wheat,Sharbati,FAQ,01/01/2025,2422,3909,2899
Maharashtra,Pune,Gultekdi Market,Tomato,Hybrid,Non-FAQ,24/03/2026,2698,4179,3353
Karnataka,Bengaluru,Yeshwanthpur Market,Potato,Jyoti,FAQ,07/12/2025,1299,1939,1659
Karnataka,Bengaluru,Yeshwanthpur Market,Wheat,Sharbati,FAQ,02/12/2025,1674,2426,2178
Punjab,Mohali,Kharar APMC,Rice,Basmati,FAQ,26/04/2025,4081,5120,4865
Karnataka,Bengaluru,Yeshwanthpur Market,Apple,Royal,FAQ,05/08/2025,4195,5550,4962
Punjab,Mohali,Kharar APMC,Onion,Red,FAQ,10/06/2025,1437,2067,1775
Maharashtra,Nashik,Lasalgaon,Onion,Red,FAQ,29/09/2025,1421,1791,1630
Karnataka,Bengaluru,Yeshwanthpur Market,Banana,Robusta,FAQ,19/01/2026,2729,4118,3279
Maharashtra,Nashik,Lasalgaon,Onion,Red,FAQ,13/03/2025,1955,2625,2253
Uttar Pradesh,Kanpur,Naveen Market,Apple,Royal,FAQ,13/03/2025,4915,6289,5593
West Bengal,Malda,Malda Yard,Apple,Royal,FAQ,20/12/2025,4346,6205,4727
Maharashtra,Nashik,Lasalgaon,Banana,Robusta,FAQ,20/07/2025,2185,3789,2872
Maharashtra,Pune,Gultekdi Market,Wheat,Sharbati,FAQ,27/02/2025,2169,2648,2472
Punjab,Ludhiana,Ludhiana Mandi,Potato,Jyoti,FAQ,09/03/2025,1442,1849,1572
West Bengal,Kolkata,Sealdah Market,Apple,Royal,FAQ,30/08/2025,4836,5644,5350
Punjab,Mohali,Kharar APMC,Potato,Jyoti,FAQ,21/04/2025,1057,1786,1388
West Bengal,Malda,Malda Yard,Banana,Robusta,FAQ,31/12/2025,2829,4282,3397
Punjab,Mohali,Kharar APMC,Potato,Jyoti,FAQ,12/02/2025,1280,1668,1502
Maharashtra,Pune,Gultekdi Market,Wheat,Sharbati,FAQ,28/10/2025,2048,2802,2234
Punjab,Ludhiana,Ludhiana Mandi,Banana,Robusta,FAQ,12/08/2025,2838,3296,3088
Punjab,Ludhiana,Ludhiana Mandi,Onion,Red,FAQ,21/08/2025,1280,2102,1682
Tamil Nadu,Chennai,Koyambedu Market,Onion,Red,FAQ,07/01/2025,1831,2260,2057
Karnataka,Mysuru,Mysuru Yard,Tomato,Hybrid,Non-FAQ,10/07/2025,1843,2299,2034
Punjab,Mohali,Kharar APMC,Potato,Jyoti,FAQ,18/02/2026,1415,1869,1656
West Bengal,Kolkata,Sealdah Market,Wheat,Sharbati,FAQ,22/08/2025,1622,2788,2132
Maharashtra,Pune,Gultekdi Market,Tomato,Hybrid,Non-FAQ,11/05/2025,2649,3571,2852
Punjab,Mohali,Kharar APMC,Banana,Robusta,FAQ,18/09/2025,2225,2544,2415
Punjab,Ludhiana,Ludhiana Mandi,Potato,Jyoti,FAQ,16/07/2025,1183,2015,1506
Punjab,Ludhiana,Ludhiana Mandi,Tomato,Hybrid,Non-FAQ,14/06/2025,2127,2612,2280
Punjab,Ludhiana,Ludhiana Mandi,Onion,Red,FAQ,15/09/2025,1276,1875,1679
West Bengal,Kolkata,Sealdah Market,Wheat,Sharbati,FAQ,05/02/2025,2744,3811,2973
Karnataka,Mysuru,Mysuru Yard,Onion,Red,FAQ,11/10/2025,1333,1841,1619
Karnataka,Bengaluru,Yeshwanthpur Market,Wheat,Sharbati,FAQ,08/07/2025,1955,2953,2304
Maharashtra,Nashik,Lasalgaon,Tomato,Hybrid,Non-FAQ,04/01/2025,2200,3535,2916
Tamil Nadu,Chennai,Koyambedu Market,Potato,Jyoti,FAQ,01/01/2025,1337,2060,1621
Karnataka,Bengaluru,Yeshwanthpur Market,Tomato,Hybrid,Non-FAQ,29/09/2025,2036,3268,2442
Maharashtra,Pune,Gultekdi Market,Onion,Red,FAQ,23/01/2025,2032,2637,2187
Tamil Nadu,Coimbatore,Mettupalayam Yard,Wheat,Sharbati,FAQ,18/01/2026,1810,2565,2354
Uttar Pradesh,Agra,Agra Market,Rice,Basmati,FAQ,18/10/2025,2937,3625,3329
Karnataka,Mysuru,Mysuru Yard,Apple,Royal,FAQ,11/06/2025,4990,7827,6023
Karnataka,Mysuru,Mysuru Yard,Wheat,Sharbati,FAQ,20/05/2025,2232,2594,2378
West Bengal,Kolkata,Sealdah Market,Tomato,Hybrid,Non-FAQ,24/02/2025,2074,2883,2460
West Bengal,Malda,Malda Yard,Apple,Royal,FAQ,17/04/2025,4966,7696,5894
Punjab,Mohali,Kharar APMC,Apple,Royal,FAQ,18/12/2025,4618,6381,5184
Maharashtra,Pune,Gultekdi Market,Tomato,Hybrid,Non-FAQ,16/02/2025,2741,3395,2905
Punjab,Ludhiana,Ludhiana Mandi,Potato,Jyoti,FAQ,24/02/2026,1469,2275,1943
Uttar Pradesh,Agra,Agra Market,Onion,Red,FAQ,25/08/2025,1303,1557,1434
Punjab,Mohali,Kharar APMC,Tomato,Hybrid,Non-FAQ,12/04/2025,2493,3748,3025
Tamil Nadu,Chennai,Koyambedu Market,Rice,Basmati,FAQ,28/10/2025,3249,3762,3561
Punjab,Mohali,Kharar APMC,Banana,Robusta,FAQ,16/08/2025,2427,4119,3159
Karnataka,Bengaluru,Yeshwanthpur Market,Onion,Red,FAQ,25/08/2025,1317,1662,1409
Tamil Nadu,Coimbatore,Mettupalayam Yard,Wheat,Sharbati,FAQ,16/01/2025,2040,2824,2443
Maharashtra,Pune,Gultekdi Market,Potato,Jyoti,FAQ,17/08/2025,1067,1742,1410
Maharashtra,Pune,Gultekdi Market,Wheat,Sharbati,FAQ,30/07/2025,2122,2700,2509
Uttar Pradesh,Agra,Agra Market,Wheat,Sharbati,FAQ,13/04/2025,2560,3167,2816
West Bengal,Kolkata,Sealdah Market,Wheat,Sharbati,FAQ,05/02/2026,2550,3872,3015
Karnataka,Mysuru,Mysuru Yard,Wheat,Sharbati,FAQ,19/05/2025,1900,2606,2336
Karnataka,Bengaluru,Yeshwanthpur Market,Apple,Royal,FAQ,30/08/2025,4291,6411,4750
Maharashtra,Nashik,Lasalgaon,Tomato,Hybrid,Non-FAQ,03/12/2025,2003,3011,2339
Tamil Nadu,Chennai,Koyambedu Market,Apple,Royal,FAQ,23/04/2025,5794,7141,6122
Maharashtra,Nashik,Lasalgaon,Tomato,Hybrid,Non-FAQ,31/10/2025,1862,2402,2075
West Bengal,Kolkata,Sealdah Market,Banana,Robusta,FAQ,25/12/2025,2799,3542,3242
Maharashtra,Pune,Gultekdi Market,Rice,Basmati,FAQ,08/06/2025,2948,4152,3892
West Bengal,Kolkata,Sealdah Market,Onion,Red,FAQ,27/09/2025,1296,1959,1588
Maharashtra,Pune,Gultekdi Market,Banana,Robusta,FAQ,01/04/2025,3795,4738,4131
Punjab,Mohali,Kharar APMC,Rice,Basmati,FAQ,27/12/2025,4535,6535,5012
Karnataka,Bengaluru,Yeshwanthpur Market,Potato,Jyoti,FAQ,27/12/2025,1393,1816,1681
Karnataka,Mysuru,Mysuru Yard,Tomato,Hybrid,Non-FAQ,22/03/2025,2505,3715,2992
Uttar Pradesh,Kanpur,Naveen Market,Tomato,Hybrid,Non-FAQ,29/12/2025,2580,3858,2904
Karnataka,Bengaluru,Yeshwanthpur Market,Banana,Robusta,FAQ,29/10/2025,2642,4065,3201
Karnataka,Bengaluru,Yeshwanthpur Market,Tomato,Hybrid,Non-FAQ,09/01/2026,2076,2849,2332
West Bengal,Kolkata,Sealdah Market,Tomato,Hybrid,Non-FAQ,05/11/2025,2013,2723,2208
Tamil Nadu,Chennai,Koyambedu Market,Wheat,Sharbati,FAQ,14/03/2025,1987,2995,2596
Karnataka,Bengaluru,Yeshwanthpur Market,Banana,Robusta,FAQ,30/03/2026,4124,5643,4511
Tamil Nadu,Coimbatore,Mettupalayam Yard,Wheat,Sharbati,FAQ,06/01/2025,1879,2515,2350
Karnataka,Bengaluru,Yeshwanthpur Market,Banana,Robusta,FAQ,01/01/2025,2490,3495,2973
Maharashtra,Pune,Gultekdi Market,Wheat,Sharbati,FAQ,28/03/2026,2407,3027,2802
Uttar Pradesh,Agra,Agra Market,Tomato,Hybrid,Non-FAQ,20/08/2025,1739,2153,1892
Karnataka,Mysuru,Mysuru Yard,Onion,Red,FAQ,07/02/2025,1807,2140,1949
Punjab,Mohali,Kharar APMC,Potato,Jyoti,FAQ,01/11/2025,1447,1966,1559
Uttar Pradesh,Agra,Agra Market,Rice,Basmati,FAQ,01/04/2026,3810,5756,5009
Maharashtra,Pune,Gultekdi Market,Banana,Robusta,FAQ,11/10/2025,2787,3514,3111
Karnataka,Mysuru,Mysuru Yard,Tomato,Hybrid,Non-FAQ,19/02/2025,2043,3077,2364
Maharashtra,Nashik,Lasalgaon,Potato,Jyoti,FAQ,02/01/2025,1190,1837,1472
West Bengal,Malda,Malda Yard,Tomato,Hybrid,Non-FAQ,19/02/2025,1838,2667,2345
Punjab,Ludhiana,Ludhiana Mandi,Apple,Royal,FAQ,01/03/2025,4721,6811,5692
Tamil Nadu,Coimbatore,Mettupalayam Yard,Onion,Red,FAQ,25/11/2025,1400,2341,1780
Karnataka,Bengaluru,Yeshwanthpur Market,Wheat,Sharbati,FAQ,23/01/2025,1985,2632,2355
Karnataka,Bengaluru,Yeshwanthpur Market,Tomato,Hybrid,Non-FAQ,21/01/2026,2238,3637,2909
West Bengal,Malda,Malda Yard,Apple,Royal,FAQ,29/10/2025,3326,5090,4365
West Bengal,Malda,Malda Yard,Rice,Basmati,FAQ,18/12/2025,4172,6490,4938
Uttar Pradesh,Kanpur,Naveen Market,Onion,Red,FAQ,22/07/2025,1722,2316,1929
West Bengal,Kolkata,Sealdah Market,Onion,Red,FAQ,23/01/2026,1906,2232,2029
Maharashtra,Nashik,Lasalgaon,Tomato,Hybrid,Non-FAQ,22/01/2025,2396,2985,2529
Tamil Nadu,Chennai,Koyambedu Market,Apple,Royal,FAQ,01/11/2025,4370,6209,4689
Punjab,Mohali,Kharar APMC,Wheat,Sharbati,FAQ,12/10/2025,1692,2351,2076
Uttar Pradesh,Agra,Agra Market,Apple,Royal,FAQ,25/12/2025,4885,6722,5717
Uttar Pradesh,Agra,Agra Market,Tomato,Hybrid,Non-FAQ,18/10/2025,2026,2994,2248
Punjab,Mohali,Kharar APMC,Apple,Royal,FAQ,27/05/2025,5888,8351,6359
Karnataka,Mysuru,Mysuru Yard,Banana,Robusta,FAQ,06/09/2025,2445,3189,2895
Uttar Pradesh,Agra,Agra Market,Rice,Basmati,FAQ,08/11/2025,3578,5037,4310
Karnataka,Bengaluru,Yeshwanthpur Market,Onion,Red,FAQ,17/01/2026,1642,2374,2044
Karnataka,Mysuru,Mysuru Yard,Potato,Jyoti,FAQ,24/05/2025,1565,2133,1699
Maharashtra,Nashik,Lasalgaon,Potato,Jyoti,FAQ,16/01/2026,1440,1779,1574
Uttar Pradesh,Agra,Agra Market,Tomato,Hybrid,Non-FAQ,15/08/2025,1811,2519,1980
West Bengal,Malda,Malda Yard,Apple,Royal,FAQ,29/01/2025,4410,6450,5642
West Bengal,Malda,Malda Yard,Tomato,Hybrid,Non-FAQ,04/02/2026,2961,3386,3199
Maharashtra,Nashik,Lasalgaon,Apple,Royal,FAQ,30/01/2025,4370,6885,5195
Tamil Nadu,Chennai,Koyambedu Market,Potato,Jyoti,FAQ,08/07/2025,1246,1817,1465
Punjab,Mohali,Kharar APMC,Tomato,Hybrid,Non-FAQ,10/07/2025,1915,3055,2283
Uttar Pradesh,Kanpur,Naveen Market,Potato,Jyoti,FAQ,25/03/2025,1440,2334,1797
Punjab,Ludhiana,Ludhiana Mandi,Onion,Red,FAQ,17/07/2025,1369,1909,1487
Maharashtra,Nashik,Lasalgaon,Banana,Robusta,FAQ,26/04/2025,3120,4553,3882
Punjab,Mohali,Kharar APMC,Wheat,Sharbati,FAQ,12/04/2026,1999,3287,2548
Maharashtra,Pune,Gultekdi Market,Rice,Basmati,FAQ,17/02/2026,5132,7261,5750
Karnataka,Mysuru,Mysuru Yard,Wheat,Sharbati,FAQ,13/03/2026,2216,3295,2769
Tamil Nadu,Coimbatore,Mettupalayam Yard,Rice,Basmati,FAQ,22/02/2025,3874,5465,4079
Karnataka,Mysuru,Mysuru Yard,Potato,Jyoti,FAQ,17/12/2025,997,1761,1308
Tamil Nadu,Coimbatore,Mettupalayam Yard,Apple,Royal,FAQ,22/05/2025,4739,6999,5312
Karnataka,Bengaluru,Yeshwanthpur Market,Tomato,Hybrid,Non-FAQ,22/09/2025,2138,2970,2300
West Bengal,Malda,Malda Yard,Banana,Robusta,FAQ,13/06/2025,3099,4320,3466
Karnataka,Mysuru,Mysuru Yard,Wheat,Sharbati,FAQ,27/07/2025,1645,2744,2174
West Bengal,Kolkata,Sealdah Market,Potato,Jyoti,FAQ,07/01/2026,1509,2111,1701
Uttar Pradesh,Kanpur,Naveen Market,Rice,Basmati,FAQ,03/06/2025,4364,6241,4754
Maharashtra,Pune,Gultekdi Market,Onion,Red,FAQ,30/08/2025,1160,1870,1447
Maharashtra,Pune,Gultekdi Market,Banana,Robusta,FAQ,15/02/2025,2653,4378,3339
Uttar Pradesh,Kanpur,Naveen Market,Potato,Jyoti,FAQ,14/05/2025,1329,1712,1578
Punjab,Mohali,Kharar APMC,Wheat,Sharbati,FAQ,01/04/2026,2009,3257,2597
West Bengal,Malda,Malda Yard,Wheat,Sharbati,FAQ,28/01/2025,2200,3800,2820
Karnataka,Mysuru,Mysuru Yard,Rice,Basmati,FAQ,03/04/2026,4826,6566,5735
Tamil Nadu,Chennai,Koyambedu Market,Apple,Royal,FAQ,11/02/2025,5164,6501,5894
Tamil Nadu,Chennai,Koyambedu Market,Onion,Red,FAQ,20/08/2025,1367,1668,1516
Maharashtra,Pune,Gultekdi Market,Apple,Royal,FAQ,26/01/2026,5009,7619,6457
Uttar Pradesh,Kanpur,Naveen Market,Wheat,Sharbati,FAQ,02/09/2025,1519,2226,2006
Karnataka,Bengaluru,Yeshwanthpur Market,Potato,Jyoti,FAQ,23/01/2026,1389,2209,1763
Tamil Nadu,Chennai,Koyambedu Market,Tomato,Hybrid,Non-FAQ,22/12/2025,2299,3059,2831
West Bengal,Malda,Malda Yard,Tomato,Hybrid,Non-FAQ,03/02/2025,2421,3401,2991
Tamil Nadu,Coimbatore,Mettupalayam Yard,Wheat,Sharbati,FAQ,31/03/2026,2386,4143,3072
Uttar Pradesh,Kanpur,Naveen Market,Apple,Royal,FAQ,07/04/2025,5001,6946,5370
Punjab,Mohali,Kharar APMC,Tomato,Hybrid,Non-FAQ,08/01/2026,2487,3317,3140
West Bengal,Kolkata,Sealdah Market,Onion,Red,FAQ,07/07/2025,1658,2122,1826
Tamil Nadu,Coimbatore,Mettupalayam Yard,Apple,Royal,FAQ,01/10/2025,4263,5222,4907
Punjab,Mohali,Kharar APMC,Onion,Red,FAQ,20/12/2025,1415,1833,1687
Karnataka,Mysuru,Mysuru Yard,Banana,Robusta,FAQ,20/03/2025,3015,3578,3399
Uttar Pradesh,Agra,Agra Market,Banana,Robusta,FAQ,24/09/2025,2304,2886,2645
Punjab,Mohali,Kharar APMC,Potato,Jyoti,FAQ,28/02/2025,1472,2136,1733
Karnataka,Bengaluru,Yeshwanthpur Market,Potato,Jyoti,FAQ,27/12/2025,1129,1753,1444
Maharashtra,Pune,Gultekdi Market,Potato,Jyoti,FAQ,01/05/2025,1154,1726,1306
West Bengal,Malda,Malda Yard,Tomato,Hybrid,Non-FAQ,16/02/2025,2265,3751,2961
Karnataka,Bengaluru,Yeshwanthpur Market,Wheat,Sharbati,FAQ,01/06/2025,1701,2897,2239
Punjab,Ludhiana,Ludhiana Mandi,Potato,Jyoti,FAQ,15/02/2026,1487,1931,1781
Punjab,Mohali,Kharar APMC,Apple,Royal,FAQ,12/03/2025,4976,7345,6347
Uttar Pradesh,Kanpur,Naveen Market,Banana,Robusta,FAQ,17/02/2025,2868,3799,3505
Uttar Pradesh,Kanpur,Naveen Market,Potato,Jyoti,FAQ,04/03/2026,1532,2149,1666
Tamil Nadu,Chennai,Koyambedu Market,Onion,Red,FAQ,09/03/2025,1687,2953,2216
Maharashtra,Nashik,Lasalgaon,Wheat,Sharbati,FAQ,12/04/2026,2678,3687,2942
